Frame, TargetID, Row, Col, Int, PosX, PosY, PosZ, LosRx, LosRy, LosRz,u_LosRx,u_LosRy,u_LosRz,Year,Month,Day,Hour,Min,Sec,profile
0,1,97.1701951254154,53.5234375930614,20000,-1297147.78220401,-4590018.12177999,4227672.84227358,0.494343707807696,0.755505578952715,-0.429925131531366,0.494343707807696,0.755505578952715,-0.429925131531366,2013,10,9,0,0,0,0
0,2,211.925836442786,169.97290355064,20000,-1169489.47279993,-4791282.09842878,4038627.2647008,0.497961387715004,0.750073433006312,-0.435229021829971,0.497961387715004,0.750073433006312,-0.435229021829971,2013,10,9,0,0,0,0
0,3,80.4892213780945,211.587070333905,20000,-1433383.56346799,-4750575.78390102,4001754.33276667,0.491805021559923,0.752946523330077,-0.437263483238189,0.491805021559923,0.752946523330077,-0.437263483238189,2013,10,9,0,0,0,0
0,4,206.990596678325,99.0178841169277,20000,-1130258.6219843,-4710928.14649611,4142289.27907938,0.498564653964034,0.75156950914395,-0.431945087647545,0.498564653964034,0.75156950914395,-0.431945087647545,2013,10,9,0,0,0,0
0,5,249.195593104024,215.744645158059,20000,-1131583.55139165,-4862492.13635619,3964127.11872958,0.499036489582013,0.748144448599682,-0.437312778335072,0.499036489582013,0.748144448599682,-0.437312778335072,2013,10,9,0,0,0,0
0,6,71.270086586023,72.973600152983,20000,-1356915.83966512,-4594518.36569921,4204116.35743834,0.493001530184603,0.755856978978859,-0.430847674433312,0.493001530184603,0.755856978978859,-0.430847674433312,2013,10,9,0,0,0,0
0,7,139.448014248329,54.1680969791736,20000,-1221617.81979371,-4618335.53314024,4219380.86400866,0.496163238473323,0.754313967281552,-0.429921480681798,0.496163238473323,0.754313967281553,-0.429921480681798,2013,10,9,0,0,0,0
0,8,126.822149598956,47.3354683168192,20000,-1239570.93587093,-4602463.58564363,4231389.54769426,0.495695723930795,0.754796129837119,-0.429614422080582,0.495695723930795,0.754796129837119,-0.429614422080582,2013,10,9,0,0,0,0
0,9,246.051732625084,184.053334867898,20000,-1116427.89572498,-4827061.9734311,4011128.52979492,0.4992683369157,0.748843374372535,-0.435849433189705,0.4992683369157,0.748843374372535,-0.435849433189705,2013,10,9,0,0,0,0
0,10,136.328288903286,110.387313595276,20000,-1266209.30930091,-4678923.9076506,4139256.36091511,0.495385874251766,0.753331398697748,-0.432532818787092,0.495385874251766,0.753331398697748,-0.432532818787092,2013,10,9,0,0,0,0
1,1,97.2302368242101,53.4620827809156,20000,-1296997.3451458,-4589988.74029857,4227750.37394285,0.494347002970839,0.755505070447534,-0.429922236203031,0.494347002970839,0.755505070447534,-0.429922236203031,2013,10,9,0,0,0.5,0
1,2,212.014521230734,169.970885881882,20000,-1169326.35228536,-4791334.46133032,4038612.47495801,0.497965232294836,0.750070981257559,-0.435228848424451,0.497965232294836,0.750070981257559,-0.435228848424451,2013,10,9,0,0,0.5,0
1,3,80.5241432435877,211.67151901373,20000,-1433376.26218852,-4750687.74970804,4001624.89873845,0.491805552692635,0.752943923142489,-0.437267363226996,0.491805552692635,0.752943923142489,-0.437267363226996,2013,10,9,0,0,0.5,0
1,4,206.91202612721,98.9703291035858,20000,-1130369.24206315,-4710827.21781213,4142373.30983053,0.49856181260224,0.75157262129349,-0.431942952178643,0.49856181260224,0.75157262129349,-0.431942952178643,2013,10,9,0,0,0.5,0
1,5,249.247941180723,215.676240586034,20000,-1131442.65755577,-4862451.65730327,3964216.38541223,0.499039536490976,0.748144294409628,-0.437309565138006,0.499039536490976,0.748144294409628,-0.437309565138006,2013,10,9,0,0,0.5,0
1,6,71.3539763481431,72.9464973777608,20000,-1356747.78191562,-4594544.70067554,4204141.6452655,0.493005469773815,0.755855161868559,-0.430846354341955,0.493005469773815,0.755855161868559,-0.430846354341955,2013,10,9,0,0,0.5,0
1,7,139.468411747916,54.2551248442345,20000,-1221642.16924136,-4618446.82698053,4219252.85576973,0.49616312772161,0.754311746365547,-0.429925505156961,0.49616312772161,0.754311746365547,-0.429925505156961,2013,10,9,0,0,0.5,0
1,8,126.860993559601,47.4174222114564,20000,-1239558.71577724,-4602581.4800933,4231265.72462419,0.495696468941729,0.754793491932753,-0.429618197024593,0.495696468941729,0.754793491932753,-0.429618197024593,2013,10,9,0,0,0.5,0
1,9,246.071334448552,183.967997548586,20000,-1116335.11781546,-4826982.73588309,4011248.89452669,0.499270167524421,0.748844463623317,-0.435845464724417,0.499270167524421,0.748844463623317,-0.435845464724417,2013,10,9,0,0,0.5,0
1,10,136.238576891441,110.379472672081,20000,-1266365.45236705,-4678857.27466541,4139283.72892417,0.495382089673164,0.753334054194567,-0.432532528281778,0.495382089673164,0.753334054194567,-0.432532528281778,2013,10,9,0,0,0.5,0
2,1,97.2902764750277,53.4007276806253,20000,-1296846.90856786,-4589959.35327542,4227827.90450018,0.494350298039026,0.755504561990139,-0.429919340854553,0.494350298039026,0.755504561990139,-0.429919340854554,2013,10,9,0,0,1,0
2,2,212.103204931989,169.968866872964,20000,-1169163.22994921,-4791386.81853542,4038597.6851791,0.497969076832837,0.750068529549511,-0.435228674948799,0.497969076832837,0.750068529549511,-0.435228674948799,2013,10,9,0,0,1,0
2,3,80.5590650093709,211.755968217633,20000,-1433368.95903842,-4750799.71217522,4001495.46200262,0.491806083804078,0.752941322930969,-0.437271243230399,0.491806083804078,0.752941322930969,-0.437271243230399,2013,10,9,0,0,1,0
